,url,status,title,email,phone,address,copyright,norm_title,scraped_index,company_index,score,address1,city,postal_code,country,founding_date,name,company_number,phone_number,unique_id,norm_name
6041,https://het-portaal.net,200,Home | Het Portaal,,,,,home portaal,6041,1519,74,Veerhaven 12 C,Rotterdam,3016CJ,NL,2014-01-01,Het Portaal B.V.,24406102,+31102709465,520631474,portaal
6042,https://wtdopleidingen.nl,200,WTD opleidingen,,,,,wtd opleidingen,6042,4390,100,Kazernestraat 20,Venlo,5928NL,NL,2023-01-01,Wtd Opleidingen B.V.,68119372,+31852106015,603350204,wtd opleidingen
6044,https://tmfunderingen.nl,200,TMFunderingen,mailto:j.termeer@tmfunderingen.nl,tel:0522471514,,,tmfunderingen,6044,6586,100,Voor de Blanken 51,Ruinen,7963RP,NL,2008-01-01,Tmfunderingen B.V.,04088825,+31522471514,527065881,tmfunderingen
6046,https://ztsystems.com,200,Server Solutions for Cloud and Infrastructure - ZT Systems,,,,© 2024 ZT Systems. All Rights Reserved.,server solutions for cloud and infrastructure zt systems,6046,4493,53,Newtonplein 11,Boxtel,5283JH,NL,2019-01-01,Cloudinfra Solutions B.V.,75056267,,604179067,cloudinfra solutions
6047,https://www.rovabeheer.nl/,200,Welkom bij ROVA,,,,,welkom rova,6047,9553,67,Den Akker 1,Uden,5404PD,NL,2018-01-01,Provalo,71412883,,603749690,provalo
6048,https://van-broekhoven.nl,200,Autobedrijf Walter van Broekhoven Utrecht,mailto:walter@van-broekhoven.nl,,,© 2019 Autobedrijf Walter van Broekhoven - Utrecht - KvK 53615255 - ,autobedrijf walter broekhoven utrecht,6048,4170,86,Obrechtstraat 42,Utrecht,3572EG,NL,1985-01-01,Autobedrijf Walter van Broekhoven V.O.F.,53615255,+31302311601,601417493,autobedrijf walter broekhoven vof
6049,https://will-do.nl,200,"""will-do.nl""",,,,,willdonl,6049,2073,62,Spiegelberg 16,Noordwijkerhout,2211DG,NL,2021-01-01,Willards,83458999,,605027726,willards
6050,https://www.audioshaperecordingstudio.com/,200,Studio Audioshape - Opnamestudio in Leeuwarden,mailto:info@audioshape.nl,,,© 2016 by Audioshape Recording Studio,studio audioshape opnamestudio leeuwarden,6050,480,56,De Werven 8,Benthuizen,2731AZ,NL,2017-01-01,"Van Leeuwen Landbouw-, Tuin- en Parkmachines B.V.",85125652,+31793319311,605212864,leeuwen landbouw tuin parkmachines
6051,https://huisartsenschiedamnoord.nl,200,Huisartsen Schiedam Noord,,tel:0104704842,,Over uw Privacy,huisartsen schiedam noord,6051,1216,100,Kerklaan 33,Schiedam,3121KC,NL,1999-01-01,Huisartsen Schiedam Noord,24460159,+31104704842,600527977,huisartsen schiedam noord
6054,https://www.bmiddelburgonderhoudsbedrijf.nl/,200,B. Middelburg – Onderhoudsbedrijf,,,,© 2019 - B. Middelburg Onderhoudsbedrijf - info@bmiddelburgonderhoudsbedrijf.nl - 06 5259 2178,b middelburg onderhoudsbedrijf,6054,2221,100,Puccinistraat 7,'s-Gravenhage,2551LJ,NL,2018-01-01,Onderhoudsbedrijf B. Middelburg,71959017,,603818767,onderhoudsbedrijf b middelburg
6055,https://rijsertransport.eu,200,Rijser transport,,,,,rijser transport,6055,3240,100,Amperestraat 80,Purmerend,1446TT,NL,2017-01-01,Rijser Transport B.V.,36018601,+31299646064,518394090,rijser transport
6056,https://www.arno.nl/,200,Arno.nl,,,,,arnonl,6056,3032,80,Dreef 22,Kockengen,3628BK,NL,2008-01-01,Arno B.V.,30241810,+31346241213,600244902,arno
6058,https://www.adfox.nl/,200,Home - AdFox,mailto:info@adfox.nl,tel:0318668979,,,home adfox,6058,5873,74,Verlengde Parkweg 82,Ede Gld,6717GR,NL,2003-01-01,Adfox V.O.F.,81430256,+31318668979,604790927,adfox vof
6059,https://ggzvs.nl,200, GGZ-VS – Opleidingsinstelling Geestelijke Gezondheidszorg Verpleegkundig Specialist Opleidingsinstelling Geestelijke Gezondheidszorg Verpleegkundig Specialist,mailto:info@ggzvs.nl,,,,ggzvs opleidingsinstelling geestelijke gezondheidszorg verpleegkundig specialist opleidingsinstelling geestelijke gezondheidszorg verpleegkundig specialist,6059,3339,69,Catharijnesingel 56,Utrecht,3511GE,NL,1997-01-01,Stichting Opleidingsinstelling Geestelijke Gezondheidszorg Verpleegkundig Specialist (Ggz-,33299047,+31302330111,521439792,stichting opleidingsinstelling geestelijke gezondheidszorg verpleegkundig specialist ggz
6061,https://www.vinkenrecruitment.nl/,200,"
                Vacatures in accountancy en belastingadvies | Vinken Recruitment
            ",mailto:info@vinkenrecruitment.nl,tel:+31408456658,,,vacatures accountancy belastingadvies vinken recruitment,6061,54,66,Burg Grothestraat 35,Soest,3761CK,NL,1965-01-01,De Jong Accountants en Belastingadviseurs,31016379,+31356016033,517560581,jong accountants belastingadviseurs
6062,https://cfasociety.nl/en/,200,Welcome | CFA Society Netherlands,mailto:irma.willemsen@cfavba.nl,,,© 2024,welcome cfa society netherlands,6062,7470,61,Heijplaatweg 4,Rotterdam,3089JC,NL,2017-01-01,Src Netherlands B.V.,68041314,+31782040186,603350777,src netherlands
6063,https://www.flik.nl/,200,Bosch Car Service Flik / Lemelerveld,,tel:+31572372519,,,bosch car service flik lemelerveld,6063,2725,56,Groene Velden 9 11,Lelystad,8211BA,NL,2019-01-01,Horeca Service Lelystad B.V.,58375163,,602189896,horeca service lelystad
6065,https://vandongenmontage.nl,200,Van Dongen Montage  - Home,,,,,dongen montage home,6065,3991,85,Kortenhoevenseweg 87,Lexmond,4128CP,NL,2006-01-01,Van Dongen Montage,11066035,,526023237,dongen montage
6066,https://www.desoftwaretesters.nl/,200,De Software Testers: Testautomatisering en Agile Testen,mailto:arjan@desoftwaretesters.nl,,,,software testers testautomatisering agile testen,6066,3446,64,mgr. Bannenberglaan 8,Waalre,5581AH,NL,2007-01-01,Albiwa Automatiseringsdiensten B.V.,17207959,,526223490,albiwa automatiseringsdiensten
6068,https://struiksmamakelaars.nl,200,"Struiksma Makelaars Sneek, van huis uit sinds 1974",mailto:info@struiksmamakelaars.nl,tel:0515418282,,,struiksma makelaars sneek huis sinds 1974,6068,9462,76,Leeuwarderweg 16,Sneek,8605AH,NL,2012-01-01,Struiksma Makelaars Sneek B.V.,01045639,+31515418282,514099509,struiksma makelaars sneek
6069,https://deleckere.nl,200,De Leckere | Bewust Lecker Anders,,,,,leckere bewust lecker anders,6069,2432,55,Klipperdijk 10,Lisse,2162LZ,NL,2017-01-01,Ansems E-Commerce,68202458,,603367342,ansems ecommerce
6072,https://www.optimizer.co.nl/,200,"
		optimizer.co.nl
	",,,,,optimizerconl,6072,1638,57,Bunschotenweg 131,Rotterdam,3089KB,NL,2017-01-01,Hacon Container B.V.,24348944,+31181263466,519835721,hacon container
6075,https://www.garagevijfhuizen.nl/,200,Garage Vijfhuizen,mailto:info@garagevijfhuizen.nl,tel:0235580082,,© 2016 Garage Vijfhuizen | Fueled by,garage vijfhuizen,6075,8904,100,Spieringweg 603 S,Vijfhuizen,2141EB,NL,2022-01-01,Garage Vijfhuizen,90865618,+31235580082,605897480,garage vijfhuizen
6076,https://chamel.eu,200,Homepagina - Chamel BV,mailto:info@chamel.eu,tel:+31 (0)528 - 240088,,© Chamel BV. Website ontwikkeld door,homepagina chamel,6076,9682,58,Oosteinderweg 443,Aalsmeer,1432BJ,NL,1993-01-01,Geamel Holding B.V.,34084941,+31297326867,529078266,geamel holding
6077,https://futurepointadvies.nl,200,Hosting provided by Fitsz meer Automatisering,,,,Copyright ©,hosting provided by fitsz meer automatisering,6077,4710,58,Liemersallee 5,Westervoort,6931KH,NL,2002-01-01,Struik Automatisering,09125881,+31263121623,518258536,struik automatisering
6078,https://breezethrucarwash.com,200,Breeze Thru Car Wash Home,,,,© Copyright 2024 Breeze Thru Car Wash | All Rights Reserved | Website Design and Marketing by,breeze thru car wash home,6078,3613,73,2106 Dell Range Blvd,Cheyenne,82009,US,,Breeze Thru Carwash,,+1307-632-9274,168764605,breeze thru carwash
6081,https://tim-kunststoffen.nl,200,Home | TIM Kunststoffen,,,,,home tim kunststoffen,6081,2704,86,Starrenburglaan 19,Voorschoten,2251AG,NL,1985-01-01,Tim Kunststoffen B.V.,28042089,+31715612096,520965160,tim kunststoffen
6083,https://abovopatents.nl,200,Ab Ovo Patents & Trademarks,,,,Copyright © 2023 Ab Ovo Patents B.V.,ab ovo patents trademarks,6083,5889,72,Kapellerweg 13,Sittard,6132AT,NL,2009-01-01,AB Ovo Patents B.V.,14054192,+31464200665,600792037,ab ovo patents
6085,https://www.bouwbedrijfvlieland.nl/,200,Home - Bouwbedrijf R.Vlieland,mailto:info@bouwbedrijfvlieland.nl,tel:0611786320,,,home bouwbedrijf rvlieland,6085,7045,88,Steentijm 27,IJmuiden,1974VL,NL,2015-01-01,Bouwbedrijf R. Vlieland,64428958,,602920430,bouwbedrijf r vlieland
6086,https://dikabo.nl,200,Home | Dikabo Casings,mailto:dikabo@dikabo.nl,,,Copyright © 2024 | Dikabo Casings |,home dikabo casings,6086,6196,58,Heester Kooiweg 20,Terschelling Hee,8882HE,NL,2019-01-01,Camping de Kooi B.V.,74759698,+31562442743,604137598,camping kooi
6087,https://phov.nl,200,"
Home - PHOV
        ",mailto:info@phov.nl,tel:0302318212,,,home phov,6087,9537,67,Nes 11,Amsterdam,1012KC,NL,2022-01-01,Rho Hotel B.V.,33207024,+31206207371,523298037,rho hotel
6088,https://4allprojects.nl,200,Leeg,,,,,leeg,6088,725,60,Louis Beelstraat 65,Herten,6049HS,NL,2010-01-01,Elvebe B.V.,50773216,+31475301538,601060185,elvebe
6094,https://www.navaio.com/,200,Navaio - IT Security,mailto:info@navaio.com,tel:+31(023)5344496,,© All rights reserved. Navaio,navaio it security,6094,6046,71,Davidsstraat 63,Rotterdam,3023KC,NL,2023-01-01,A&A40 Security,89612574,,605752385,aa40 security
6095,https://www.secudata.nl/,200,SecuData - Home,mailto:info@secudata.nl,tel:+31(0)135718878,,© Contentiteit,secudata home,6095,2241,62,Leeuwenbrug 111,Deventer,7411TH,NL,2015-01-01,Schat van Compaen B.V.,54108357,+31880440300,601491711,schat compaen
6097,https://www.soleilsolutions.nl/,200,Soleil Solutions - Uw boekhouder in de wereld van nu,mailto:info@soleilsolutions.nl,tel:030-6628630,,,soleil solutions uw boekhouder wereld,6097,6283,60,Computerweg 22,Utrecht,3542DR,NL,2011-01-01,Soleil Solutions B.V.,90686047,+31306628630,605864460,soleil solutions
6100,https://www.kroonemanhydrauliek.nl/,200,Home - Krooneman Hydrauliek,mailto:info@kroonemanhydrauliek.nl,tel:0341254300,,,home krooneman hydrauliek,6100,9560,89,Amperestraat 9,Nunspeet,8071PH,NL,2007-01-01,Krooneman Hydrauliek B.V.,32126887,+31341254300,526797384,krooneman hydrauliek
6101,https://www.sincerus.nl/,200,Sincerus.nl -,,,,,sincerusnl,6101,5697,89,Maanlander 37,Amersfoort,3824MN,NL,2022-01-01,Sincerus B.V.,51450976,+31384529829,601134741,sincerus
6102,https://audiopartners.nl,200,Audiopartners,,,,,audiopartners,6102,2160,75,Horn 67,Lutjebroek,1614LT,NL,2011-01-01,Audiocorner,52568490,+31228523564,601280502,audiocorner
6103,https://www.portegijs-keukens.nl/,200,Welkom op de website van Portegijs Keukens - portegijs-keukens,mailto:info@portegijskeukens.nl,,,,welkom website portegijs keukens portegijskeukens,6103,876,52,Westerlanderweg 52,Westerland,1778KL,NL,1993-01-01,Portegijs Keukens B.V.,37066360,+31227593733,528321915,portegijs keukens
6104,https://www.taxwiseadvocaten.nl/en/home/,200,Home ENG - Taxwise - advocaten,mailto:info@www.taxwiseadvocaten.nl,,,© 2024 Taxwise Advocaten Amsterdam,home eng taxwise advocaten,6104,6178,79,Banstraat 34,Amsterdam,1071KA,NL,2017-01-01,Taxwise Advocaten B.V.,68986769,+31202402450,603455173,taxwise advocaten
6105,https://autobedrijfhansen.nl,200,De Occasiondealer van Venray - Limburg | Autobedrijf Hansen,mailto:info@autobedrijfhansen.nl,tel:0031478550990,,© 2024 - Hansen |,occasiondealer venray limburg autobedrijf hansen,6105,6667,55,Keizersveld 2,Venray,5803AN,NL,2016-01-01,Autobedrijf Hansen B.V.,16070553,+31478550990,528486163,autobedrijf hansen
6106,https://www.studioboktor.com/,200,Studio Boktor,mailto:hello@studioboktor.com,tel:+31615321667,,Studio Boktor 2024 © - All rights reserved,studio boktor,6106,7759,77,Eijkerweg 107,Margraten,6269GG,NL,2023-01-01,Banter. Studio,91840422,,606011968,banter studio
6108,https://www.gavoorduurzaam.nl/,200,Home - www.gavoorduurzaam.nl,,tel:+31 6 30463067,,© Copyright - 2024 | All Rights Reserved | Powered by,home wwwgavoorduurzaamnl,6108,1213,56,Meester Willemstraat 56,Rotterdam,3036MP,NL,2020-01-01,Van der Duurzaam,76950506,,604404086,der duurzaam
6109,https://vettevis.nl,200,VISKAART,mailto:snelnaar@vettevis.nl,,,,viskaart,6109,4634,67,Peter van Anrooylaan 3,Arnhem,6815GT,NL,2005-01-01,Skar B.V.,25786040,,601933926,skar
6112,https://holyraviolirotterdam.nl,200,Home - Holy Ravioli Rotterdam,mailto:horeca@holyravioli010.nl?subject=Sample aanvraag,,,,home holy ravioli rotterdam,6112,7671,90,Zwaanshals 430,Rotterdam,3035KT,NL,2020-01-01,Holy Ravioli Rotterdam,78251672,,604559334,holy ravioli rotterdam
6114,https://kriskras.nl,200,Kris Kras Communicatie,mailto:info@kriskras.nl,tel:0302391700,,© 2024 Kris Kras communicatie,kris kras communicatie,6114,459,74,Bredestraat 5,Zennewijnen,4062PM,NL,2005-01-01,Van OS Training in Communicatie,11060732,+31344651383,524394755,os training communicatie
6116,https://solution-fit.com,200,"Solution-Fit B.V. – LPG, CNG & Hydraulic Systems",mailto:info@solution-fit.com,,,© Copyright 2023,solutionfit lpg cng hydraulic systems,6116,4183,55,Thermen 10,Enschede,7521PS,NL,2023-01-01,Hydrogen Solutions B.V.,84397527,,605132592,hydrogen solutions
6117,https://derkszeefdruk.nl,200,Derks Zeefdruk » Home,mailto:info@derkszeefdruk.nl,,,,derks zeefdruk home,6117,6674,85,Johannes Meulsteestraat 30,Rotterdam,3065HC,NL,2000-01-01,Derks Zeefdruk B.V.,24257746,+31104206347,529360797,derks zeefdruk
6118,https://www.estatepadel.nl/,200,Estate Padel Club - estate padel,mailto:info@estatepadel.nl,,,,estate padel club estate padel,6118,806,61,Gustav Mahlerlaan 1212,Amsterdam,1081LA,NL,2021-01-01,Beex Real Estate B.V.,84616784,,605156487,beex real estate
6120,https://kameleonsolar.com,200,Kameleon Solar   ,mailto:info@kameleonsolar.com,tel:+31165763826,,© 2024 Kameleon Solar,kameleon solar,6120,6863,100,Belder 1,Roosendaal,4704RK,NL,2015-01-01,Kameleon Solar B.V.,63546191,+31165763826,602808451,kameleon solar
6121,https://www.lungowaalwijk.nl/,200,Lungo Waalwijk,,,,Powered by | ©,lungo waalwijk,6121,510,100,Burgemeester Smeelelaan 37,Waalwijk,5144AR,NL,2014-01-01,Lungo Waalwijk,60260319,+31416785642,602419541,lungo waalwijk
6122,https://www.cclsolar.eu/,200,CCL Solar B.V. - PV Modules | Inverters | Energy Storage,mailto:sales@cclsolar.eu,tel:NL: +31 30 80 80 205 / PL: +48 221041619,,,ccl solar pv modules inverters energy storage,6122,6119,49,Mussenkampseweg 8,Heerde,8181PK,NL,2011-01-01,Vof B. & G. Eilander Onroerende Zaken,52935116,+31578692705,601326246,vof b g eilander onroerende zaken
6127,https://aerotec.com,200,Home - AeroTEC,mailto:sales@aerotec.com,,,Copyright All Rights Reserved © 2020,home aerotec,6127,5663,76,6100 4Th Ave S,Seattle,98108,US,2015-01-01,Aero Tech,,+1206-762-2932,178260123,aero tech
6129,https://starpets.nl,200,starpets.nl,,,,,starpetsnl,6129,6230,89,Ribeshage 26,Assen,9408EB,NL,2021-01-01,Starpets,81873387,,604843002,starpets
6130,https://knobboutslagerijen.nl,200,Home Knobbout,,,,,home knobbout,6130,2440,56,Kreitenmolenstraat 201,Udenhout,5071ND,NL,2020-01-01,Hetomotoruth B.V.,78127785,,604536229,hetomotoruth
6131,https://medconinternational.com,200,MEDCON International,,,,© 2023 MEDCON International,medcon international,6131,7639,100,Adriaan Pauwlaan 29,Heemstede,2101AJ,NL,2021-01-01,Medcon International B.V.,34143254,+31235317357,516663117,medcon international
6133,https://intermedzo.nl,200,Intermedzo Advies,,,,,intermedzo advies,6133,705,74,Van Burenlaan 17 A,Soest,3761BZ,NL,1998-01-01,Intermedzo B.V.,24285241,+31356566201,513901975,intermedzo
6134,https://www.simonecoachingadvies.nl/,200,Simone Coaching & HR Advies,,,,© 2021 - 2024 Simone Coaching & HR Advies,simone coaching hr advies,6134,1398,100,Jurastraat 5,Hengelo OV,7559LE,NL,2021-01-01,Simone Coaching & HR Advies,84233230,,605119985,simone coaching hr advies
6135,https://vacerra.eu,200,Vacerra,,,,,vacerra,6135,7165,100,Slangenburg 2,Putten,3881ZE,NL,2019-01-01,Vacerra B.V.,76446557,+31853031529,604340688,vacerra
6136,https://www.sterkelektrotechniek.nl/,200,Home - Sterk Elektrotechniek B.V.,,tel:0031488745020,,,home sterk elektrotechniek,6136,9081,89,Johan Frisostraat 33,Randwijk,6668CA,NL,2020-01-01,Sterk Elektrotechniek B.V.,78738245,+31488745020,604608027,sterk elektrotechniek
6137,https://vivelabelle.nl,200,"
    
    Vive la Belle
    
    
    
  ",,,,,vive la belle,6137,5433,100,Gossinkweg 8,Winterswijk Henxel,7113AG,NL,2021-01-01,Vive la Belle,82846286,+31543562480,604955359,vive la belle
6138,http://byvannature.nl/site/,200,Yogastudio By van Nature,,,,,yogastudio by nature,6138,6482,76,Beatrixstraat 21,Hellouw,4174GC,NL,2012-01-01,Bloematelier Yogastudio van Nature,54281164,+31418592670,601509908,bloematelier yogastudio nature
6140,https://www.huisartsenpraktijkblankenburg.nl/,200,Home - Huisartsenpraktijk Blankenburg,,tel:0181820920,,,home huisartsenpraktijk blankenburg,6140,6386,92,Blankenburg 3,Rozenburg ZH,3181BC,NL,2011-01-01,Huisartsenpraktijk Blankenburg,53577434,+31181820920,601412584,huisartsenpraktijk blankenburg
6141,https://www.autolandegent.nl/,200,Welkom bij Auto Landegent | Burgh-Haamstede | Schouwen-Duiveland,mailto:info@autolandegent.nl,tel:0111-658042,,© copyright Auto Landegent |,welkom auto landegent burghhaamstede schouwenduiveland,6141,6607,49,Wilhelminastraat 1,Nuenen,5671HZ,NL,1937-01-01,Schoenhandel Frans van Nunen B.V.,17016428,+31402844148,515687278,schoenhandel frans nunen
6142,https://www.kanjers-vastgoed.nl/,200,Kanjers Vastgoed | Ontwikkeling van vastgoed,mailto:info@leliveld-vastgoed.nl,tel:0297-764664,,,kanjers vastgoed ontwikkeling vastgoed,6142,7383,61,Colorado 204,Nieuwerkerk A.D. IJssel,2911JA,NL,2021-01-01,Kerstens Vastgoed Totaal,83706933,,605057672,kerstens vastgoed totaal
6144,https://www.weesperplein.nl/,200,Café Diner 't Weesperplein - Sfeervol Restaurant Weesp,,tel:0294-48%2028 20,,,café diner t weesperplein sfeervol restaurant weesp,6144,1793,69,Slijkstraat 43,Weesp,1381AZ,NL,1999-01-01,Café Diner 't Weesperplein V.O.F.,32083799,+31294482820,516991773,café diner t weesperplein vof
6147,https://fotobarrio.es,200,Fotobarrio,,,,,fotobarrio,6147,5733,63,Smallepad 32,Amersfoort,3811MG,NL,2018-01-01,Formorrow B.V.,31047845,+31334653205,600771476,formorrow
6148,https://www.ekofishgroup.nl/nl/,200,Ekofish Group - A journey to a sustainable future,mailto:info@ekofishgroup.nl,tel:31527687692,,,ekofish group a journey to a sustainable future,6148,3209,60,Kranestraat 99,Melderslo,5961GX,NL,2005-01-01,Sustainable Aquaculture Solutions,11062682,,525409629,sustainable aquaculture solutions
6149,http://www.bikeplacevolkel.nl/,200,Beginpagina - Bike Place Volkel,,,,,beginpagina bike place volkel,6149,2413,74,Maaymanseweg 11,Volkel,5408AP,NL,2009-01-01,Bike Place Volkel,17239796,+31413257929,600391198,bike place volkel
6152,https://sportcentrumhoorn.nl,200,Home - Fitness Hoorn? Sporten bij Sportcentrum Hoorn,mailto:%20contact@sportcentrumhoorn.nl,tel:%200229%20216855,,© 2024,home fitness hoorn sporten sportcentrum hoorn,6152,2081,57,Holenweg 14 A,Hoorn NH,1624PB,NL,2004-01-01,Sportcentrum Hoorn B.V.,37115890,+31229216855,524430434,sportcentrum hoorn
6156,https://ixzon.nl,200,IX Zon,,,,© 2020 IX Renewables,ix zon,6156,5471,100,Schipholweg 103,Leiden,2316XC,NL,2018-01-01,IX Zon B.V.,72457082,,603865025,ix zon
6157,https://www.easylearning.nl/,200,Home - Easy Learning,,,,,home easy learning,6157,3878,64,Everdenberg 17,Oosterhout NB,4902TT,NL,2022-01-01,Van ES Holding B.V.,23062535,+31184411066,524547977,es holding
6158,https://mullerbouw.nl,200,Home - Muller Bouw,mailto:algemeen@mullerbouw.nl,tel:+31412638855,,,home muller bouw,6158,1007,71,Rooilijn 1,Surhuisterveen,9231DZ,NL,1997-01-01,Hollema Bouw B.V.,04055122,+31512362255,513255892,hollema bouw
6160,https://www.toonenwinkelinterieurs.nl/,200,Toonen Winkelinterieurs – Allround Winkelinrichter | Betrouwbaar en Ervaren,mailto:info@toonenwinkelinterieurs.nl,,,,toonen winkelinterieurs allround winkelinrichter betrouwbaar ervaren,6160,2388,51,Landscheidingsweg 12,Wijk Bij Duurstede,3962RC,NL,1993-01-01,Toonen Winkelinterieurs B.V.,30114759,+31343563030,525742008,toonen winkelinterieurs
