"address1","city","postal_code","country","founding_date","name","company_number","phone_number","unique_id"
"Rotterdamseweg 24","Zwijndrecht","3332AJ","NL","2008-01-01","Stichting Administratiekantoor Emalis Beheer","24439499","","0600272514"
"Kerkbuurt 107","Sliedrecht","3361BE","NL","2021-01-01","Tand'Arts Services B.V.","59649844","+31184636964","0602347242"
"Carry Pothuisstraat 17","Schiedam","3123SM","NL","2006-01-01","Montagebedrijf Nolet","24393642","","0498079490"
"Johannes Meewisstraat 57 H","Amsterdam","1063CG","NL","2020-01-01","Webzlab B.V.","80521215","","0604676776"
"IJzerweg 1 A","Heerenveen","8445PK","NL","1996-01-01","Novatech A.I.P. B.V.","01074904","+31513681200","0600900846"
"Javastraat 4","Meppel","7941XB","NL","2011-01-01","Devakantiespecialist","51840510","","0601179564"
"Papiermolen 31","Capelle aan den IJssel","2906RB","NL","2011-01-01","Celtica Publishing","52511332","","0601273607"
"Mariniersweg 55","Rotterdam","3011NE","NL","2017-01-01","Level Rotterdam B.V.","24382682","+31102800788","0525498638"
"Bommersheufsestraat 15","Zevenaar","6901JZ","NL","2013-01-01","12Spark Software","56806906","","0601997031"
"Helicopterstraat 25 A","Amsterdam","1059CE","NL","2014-01-01","Life After Football B.V.","24404870","+31208200076","0520549412"
"Ruimtevaart 50","Amersfoort","3824MX","NL","2020-01-01","Stichting Weightworks","77446925","","0604466338"
"Rembrandterf 9","Vught","5261XS","NL","2012-01-01","Innvolve Groep B.V.","56796072","+31736843833","0601996030"
"Lekstraat 84","Amsterdam","1079EV","NL","2016-01-01","Praktijk de Groot","65451937","","0603042331"
"Domburghoeve 3","Vlaardingen","3137EC","NL","2018-01-01","Ub-Bouwbedrijf","70852987","","0603683510"
"Hoogbrugstraat 74","Maastricht","6221CS","NL","2020-01-01","Roxx International B.V.","60632291","+31437630920","0602463945"
"Zwedenburg 342","'s-Gravenhage","2591BN","NL","2022-01-01","Sasta Technologies","85872695","","0605310944"
"Lievekamplaan 20","Oss","5341GW","NL","2001-01-01","Frans Boerboom B.V.","16089906","+31412655348","0513353399"
"Marktstraat 2","Almelo","7607HD","NL","2010-01-01","De Stokroos","51458659","+31546822068","0601135596"
"Baaneind 6","Heukelom NB","5059AS","NL","2019-01-01","Van Spreuwel Grondwerken & Transport","73551899","","0604000346"
"Adriaan van der Horststr 2","Amsterdam","1065GX","NL","2019-01-01","Stichting Federatie Amsterdamse Huurderskoepels","74078305","","0604073631"
"Lovensekanaaldijk 61","Tilburg","5013BJ","NL","2020-01-01","Naaykens' Luchttechnische Apparatenbouw B.V.","18022242","+31135425002","0515908726"
"Hoolstraat 86 A","Teteringen","4847AD","NL","1997-01-01","Mercatus B.V.","20084937","","0498148793"
"Dorpsstraat 101","Abbekerk","1657AD","NL","2022-01-01","Mb-Installatie V.O.F.","85135763","","0605226205"
"Marktplein 6","Ederveen","6744WJ","NL","2012-01-01","Vos Paramedisch Adviesbureau","55390064","","0601645552"
"Rietmaat 37","Doesburg","6983DE","NL","1991-01-01","Corrugated Machinery Marketing (Cmm) B.V.","06065010","+31313475012","0526283414"
"Kerkstraat 46","Haulerwijk","8433LK","NL","2008-01-01","mts. Hut","01172881","+31516423840","0600804744"
"Frieslandlaan 142","Vlaardingen","3137GJ","NL","2019-01-01","Olieflesjes.nl","75915162","","0604284237"
"Milaanstraat 120","Sittard","6135LH","NL","1998-01-01","Fortuna Sittard B.V.","14059508","+31464113440","0514133428"
"Pietersbergweg 283","Amsterdam","1105BM","NL","1998-01-01","Hid Corporation Ltd","20088967","","0513710063"
"Dusseldorperweg 42","Limmen","1906AK","NL","1993-01-01","Koelhuis Kraakman B.V.","35027627","+31756425775","0518428233"
"Miniawier 12","Grou","9001NA","NL","2019-01-01","Garenhuis U Keus","74716921","","0604137494"
"Westersingel 4","Bergen op Zoom","4611HV","NL","2022-01-01","Nodi B.V.","87836882","+31852017133","0605537716"
"W. Denijslaan 1","Heemstede","2101EN","NL","2018-01-01","Sandboxcompany","70937230","","0603695026"
"Bussumsestraat 142","'s-Gravenhage","2574JP","NL","2013-01-01","Van Adam Installatietechniek","57492093","","0602073751"
"Sterrenkroos 9","Breda","4823MD","NL","2012-01-01","Het Annafrij Huis B.V.","55604641","+31768875500","0601669440"
"Prins Bernhardlaan 126","Middelharnis","3241TA","NL","2023-01-01","Gutz Freelance","89832590","","0605775871"
"Spechtenkamp 147","Maarssen","3607KH","NL","2022-01-01","Van Rooijen Dierenarts","85686824","","0605289333"
"Prinsengracht 858 B","Amsterdam","1017JN","NL","2003-01-01","Dynamic Zone B.V.","34116999","+31206369910","0514989969"
"Dammolen 132","Harmelen","3481AP","NL","2011-01-01","Met Impact","52665674","","0601294523"
"Tjalkstraat 7","Oudenbosch","4731LD","NL","2017-01-01","Fotografie Met Zorg","67587143","","0603297500"
"Smokkelhoekweg 11","Kapelle","4421JH","NL","2023-01-01","Sjaak Tramper","90084691","+31113341016","0605806218"
"Korenbloemstraat 14","Zwolle","8012XS","NL","2012-01-01","Haverkort Project Solutions","65192931","+31383373497","0603010585"
"Tielweg 3","Gouda","2803PK","NL","1923-01-01","Betonvereniging","40464045","+31182539233","0522812654"
"Brederode 26","Leiderdorp","2352JR","NL","2009-01-01","Géwakkerbouw","34360403","+31252674484","0600676668"
"Brejeland 9","Enkhuizen","1602KZ","NL","2019-01-01","Jumping Feet Enkhuizen","76150593","+31228325414","0604312480"
"Langendijk 162","Tilburg","5045AW","NL","2006-01-01","Prosekt B.V.","18044108","+31132203101","0600431147"
"Reitseplein 1","Tilburg","5037AA","NL","2000-01-01","Stichting Facility Management Bzw","18060372","","0601035101"
"Elzenoordlaan 15","Vrouwenpolder","4354AG","NL","2021-01-01","Twinspot B.V.","33290847","+31786429642","0498191488"
"Oostergracht 2","Soest","3763LZ","NL","2003-01-01","Eurotape B.V.","31035537","+31356091020","0525988732"
"Bruidsbloemlaan 24","Vleuten","3452BC","NL","2021-01-01","Kinderpraktijk Samen op Pad","83544410","","0605038871"
"Valkenburgseweg 42","Katwijk ZH","2223KD","NL","2017-01-01","De Jager Beheer B.V.","68553013","","0603404365"
"Lamsrustlaan 14","Rotterdam","3054VG","NL","2023-01-01","Tandenhof Vastgoed B.V.","90445112","","0605841044"
"Noordeinde 2 B","Wormerveer","1521PA","NL","2019-01-01","Fontanero Holding B.V.","76456099","","0604340874"
"Pesetastraat 46","Barendrecht","2991XT","NL","2023-01-01","Blinqx V&H B.V.","91167426","","0605927105"
"Kwartellaan 52","Ulft","7071JL","NL","2022-01-01","Yazici Zorg","86802992","","0605425146"
"Slievenstraat 68","Someren","5711PL","NL","2012-01-01","Gebroeders Raijmakers Kwekerijen B.V.","55405193","+31493690868","0601648044"
"Noord Esmarkerrondweg 385","Enschede","7531HC","NL","2023-01-01","Hammiehoeve","89428048","","0605728766"
"Pikeursbaan 14","Deventer","7411GV","NL","2008-01-01","Maatschap Schoebroek Advocaten & Mediators","08188810","+31570633399","0600422469"
"Laan van Waalhaven 450","'s-Gravenhage","2497GR","NL","1998-01-01","Delta-N B.V.","27170474","+31854875200","0513571019"
"Hendrick Hamelstraat 40","'s-Gravenhage","2595XN","NL","2005-01-01","Salsa King","27276914","","0600323329"
"Franse Kerkstraat 17","Voorburg","2271CM","NL","1987-01-01","Rwin Haarmode V.O.F.","27118730","+31703870340","0522153694"
"Westhavenplaats 40 A","Vlaardingen","3131BT","NL","2011-01-01","Westhavendomein B.V.","24206957","+31102477477","0516708002"
"Cactuslaan 3","Kudelstaart","1433GZ","NL","1975-01-01","Terlouw Techniek B.V.","34100394","+31297324021","0498437923"
"Rijnkade 65 1","Arnhem","6811HC","NL","2011-01-01","Salathai","51759950","+31264460848","0601170394"
"Zuid Willemsvaart 563","'s-Hertogenbosch","5211SJ","NL","2023-01-01","De Mediamannen V.O.F.","91715407","","0605997169"
"Nieuwstraat 59","Apeldoorn","7311BP","NL","1992-01-01","Goodwill Media B.V.","08054059","+31555295275","0526963767"
"Enkplein 4","Velp Gld","6881MG","NL","2007-01-01","New Dynamics","69927219","+31263612077","0603573502"
"Scheveningseweg 12","'s-Gravenhage","2517KT","NL","2006-01-01","Svdba B.V.","27283234","+31707435185","0497513308"
"Archangelkade 47","Amsterdam","1013BE","NL","2021-01-01","Stichting A.R.P. Hoofdweg 634","82631883","+31203052600","0604935105"
"Zijdelwaardplein 111","Uithoorn","1422DM","NL","2023-01-01","Patrycja Bouw","91148464","","0605930664"
"Hurksestraat 60","Eindhoven","5652AL","NL","2000-01-01","Maes en Partners B.V.","17128809","+31880278200","0516669958"
"Walnootstraat 1","Ter Aar","2461DT","NL","2020-01-01","Ettic","80244920","","0604649985"
"Zwartschaap 1","Stuifzand","7934PB","NL","2008-01-01","Pien B.V.","01125323","+31528274836","0600129109"
"Jisperweg 123","Westbeemster","1464NL","NL","2006-01-01","Inge Becka","34252691","","0526037857"
"Nieuwe Dreef 4","Breda","4839AJ","NL","2004-01-01","Boswachter Liesbosch B.V.","20115291","+31765212736","0523562016"
"Gouderakstraat 1","Rotterdam","3079DB","NL","2008-01-01","Paternoster Auto's B.V.","24441998","+31104853733","0600297917"
"De Sterreschans 52","Molenhoek LB","6584HD","NL","2019-01-01","Studio Hermanda","74461427","","0604112552"
"Industrieweg 15","Vught","5262GJ","NL","2009-01-01","Dealerauto B.V.","17154996","+31736110040","0519747685"
"Gemertseweg 2","Beek en Donk","5741PE","NL","2023-01-01","Vereniging van Eigenaars Piet van Thielplein 34-36 Beek en Donk","91864208","","0606021989"
"Raadhuisstraat 37","Moergestel","5066AP","NL","2008-01-01","Kaliber B.V.","17228531","+31135133290","0600257870"
"Esp 245","Eindhoven","5633AD","NL","2017-01-01","Stas B.V.","17088227","+31402924848","0530350360"
"Kamperstraat 18","Deventer","7418CB","NL","1992-01-01","Dutraco Deventer B.V.","38020974","+31570623493","0527261187"
"Talmastraat 21","Meppel","7942ED","NL","1963-01-01","Reestdal Holding B.V.","01136665","+31522246173","0600305712"
"Gildenweg 4","Woerden","3449HT","NL","1996-01-01","Het Steenen Huys B.V.","30134824","+31348445550","0601046696"
"Koningin Wilhelminalaan 37","Voorburg","2274AA","NL","2019-01-01","Dat Doen Wij Ook","76249506","","0604322975"
"Norgerweg 29","Haulerwijk","8433LM","NL","2012-01-01","Lunchservice Aurelia","56082584","","0601911839"
"Gaffelstraat 1  3","Rotterdam","3014RA","NL","1989-01-01","Stichting Aktiegroep Het Oude Westen","41131425","+31104365864","0522845675"
"Jacob Cremerstraat 20","Arnhem","6821DD","NL","2018-01-01","Brouwerij 'De Snor'","89314662","","0605717075"
"Roda J.C. Ring 59 B","Kerkrade","6466NH","NL","2021-01-01","Wyckerveste B.V.","84248068","+31455431245","0605110227"
"Chaamseweg-Hazenberg 2","Ulicoten","5113BJ","NL","2007-01-01","Autobedrijf W. Koks B.V.","18089103","+31135199446","0526142904"
"H. Kamerlingh Onnesweg 80","Bussum","1402EL","NL","2015-01-01","4 Children Lenssen Beheer B.V.","64598926","+31355239239","0602934198"
"Steenbreek 17","Haaksbergen","7483CP","NL","2014-01-01","Kennis van Sport","81427727","","0604790697"
"Torenallee 42  56","Eindhoven","5617BD","NL","2016-01-01","Shinto Labs B.V.","66444462","+31407370289","0603151341"
"Beneluxlaan 13","Stadskanaal","9501CT","NL","2015-01-01","Kapsalon Promise","64368106","+31599639484","0602913597"
"Oer de Feart 163","Joure","8502CV","NL","2005-01-01","Interra B.V.","01087004","+31513412418","0515272837"
"Beethovenstraat 339","Amsterdam","1083HK","NL","2006-01-01","Rebor B.V.","14091885","","0520485435"
"De Star 6","Enkhuizen","1601MH","NL","1996-01-01","Alfo","36048900","","0600790049"
"Mastwijkerdijk 120","Montfoort","3417BT","NL","2001-01-01","De Sticht B.V.","30176045","+31348475001","0517898241"
"Amperelaan 4","Rijswijk ZH","2289CD","NL","1976-01-01","Vereniging van Eigenaars van Gebouw Amsterdamsestraatweg 320, 320 A Tot en Met 320 Q te UT","30269947","","0601012372"
"Kruitpad 16","Muiden","1398CP","NL","2016-01-01","De Krijgsman 225 B.V.","67563899","","0603287080"
"Kwikkels 3","Steenwijkerwold","8341SK","NL","1993-01-01","Bamboekwekerij 'De Groene Prins'","05052168","+31521589757","0528196283"
"Barent Fockesstraat 14","Leeuwarden","8921KR","NL","2022-01-01","Van Diemen Multiservice","86383930","","0605363357"
"Antennestraat 6","Veenendaal","3903LZ","NL","2018-01-01","Peti B.V.","30210123","+31318507768","0497462919"
"18400 Avalon Blvd Ste 200","Carson","90746","US","1996-01-01","La Galaxy","","+1310-630-2200","0255052260"
"Hommelstraat 23","Arnhem","6828AJ","NL","2022-01-01","Pmm Bedrijfsdiensten","87309033","","0605479843"
"Fuutstraat 10","Amersfoort","3815JP","NL","2018-01-01","Steemers Diensten","72387734","+31334799225","0603866968"
"Energieweg 41 B","Zoeterwoude","2382NC","NL","2020-01-01","Formabouw B.V.","28050549","+31715410432","0524331918"
"Pieter Zeemanstraat 43","Wijchen","6603AV","NL","2010-01-01","Driessen Transport Wijchen B.V.","09217726","+31246486040","0600857600"
"Palinggracht 13","Beuningen Gld","6642EE","NL","2022-01-01","Metrics Matter B.V.","85636770","","0605283212"
"Snaveldolfijn 11","Naaldwijk","2673CG","NL","2017-01-01","Angulus Medical Consultant","67911803","","0603334505"
"Hermes 16","Heerenveen","8448CK","NL","2016-01-01","Switch Meubelstoffen B.V.","65696492","+31513200990","0603064572"
"Pater Brugmanstraat 24","Nijmegen","6522EM","NL","2009-01-01","Abc Medica B.V.","09197245","+31243889407","0600516846"
"Reigerslaan 31","Voorhout","2215NM","NL","2006-01-01","Peeters Groep B.V.","28108617","","0497631489"
"Campagneweg 14 A","Zevenbergen","4761RM","NL","2021-01-01","Dsl-Tech","82295298","+31853018906","0604890440"
"Tuinlaan 46","Schiedam","3111AV","NL","2008-01-01","Kooy Mediconsult B.V.","24450452","+31104266399","0600401692"
"Langestraat 35","Braamt","7047CE","NL","2022-01-01","Peeters Kozijntechniek B.V.","85952907","+31314683466","0605319743"
"Schootsestraat 80","Eindhoven","5616RE","NL","1988-01-01","Hilfrawa","17061629","+31402520943","0522702468"
"Veldewater 17","Nieuwerkerk A.D. IJssel","2911PG","NL","2012-01-01","Handelsmaatschappij Wetsteijn","54422019","+31180756343","0601526796"
"Rechteloop 14","Gemert","5421WW","NL","2012-01-01","Verhoeven Sloopwerken B.V.","55693806","","0601682010"
"Braamgaarde 41","Nieuwegein","3436GM","NL","2018-01-01","Ten Bruggencate Development","71225145","","0603730559"
"Kinkerstraat 236 2","Amsterdam","1053EN","NL","2021-01-01","Arjn Holding B.V.","81455860","","0604774530"
"Rue de Villenval 320","Andenne","5300","BE","2002-01-01","Carmeuse","","+3210481600","0487709297"
"Eurosingel 62","Dronten","8253EC","NL","2019-01-01","Idg-Interim B.V.","76271927","","0604317638"
"Textielstraat 26 A","Oldenzaal","7575CA","NL","1937-01-01","Phoenext B.V.","06047084","+31541535440","0514629891"
"Count Basiestraat 10","Amersfoort","3813ZP","NL","2021-01-01","CE Coaching & Training","84316381","","0605129053"
"Blauwe Hof 7107","Wijchen","6602XN","NL","2008-01-01","Rera B.V.","09179902","","0600172061"
"De Roysloot 8","Rijnsburg","2231NZ","NL","1982-01-01","Putman B.V.","28037792","+31713619210","0517236264"
"Gravenstraat 4","Rijssen","7461TN","NL","2021-01-01","Orgelmakerij Boogaard B.V.","84766298","+31548521637","0605174582"
"Schuitenberg 19 A","Roermond","6041JG","NL","2020-01-01","Papi Chulo B.V.","77334736","","0604449979"
"High Tech Campus 10","Eindhoven","5656AE","NL","2020-01-01","Payaccept B.V.","77832434","+31853030600","0604508762"
"Molengraaffsingel 12","Delft","2629JD","NL","2022-01-01","Perclass Holding B.V.","69285551","","0603496767"
"Kaai 1","Breskens","4511RC","NL","2017-01-01","Bouric","69168822","","0603484196"
"Vismarkt 2","Heusden","5256BC","NL","2016-01-01","Eetcafé Havenzicht V.O.F.","66543886","+31416662723","0603170475"
"Woldweg 223","Kropswolde","9606PE","NL","2007-01-01","Brink Montage","02099851","","0526397227"
"Kwikstaartlaan 42","Zeist","3704GS","NL","2023-01-01","Technology Innovations","88816249","","0605656606"
"Duikerweg 28","Waalwijk","5145NV","NL","2022-01-01","Veracom B.V.","18045739","+31416652507","0600554000"
"Vaartweg 41","Hilversum","1211JE","NL","2017-01-01","Fourtyone B.V.","32129337","+31356720697","0600126422"
"De Gilden 24","Ureterp","9247CX","NL","1997-01-01","Stucadoorsbedrijf Quist V.O.F.","86094750","+31512544141","0605336511"
"De Kring 39","Groningen","9727AV","NL","2022-01-01","Jan de Stoelenman","87420384","","0605493622"
"Uppsalalaan 3","Utrecht","3584CT","NL","2012-01-01","Utrechtse Studenten Survival Vereniging Simius Hircus","55975003","","0601906090"
"Burchtwal 1","Vleuten","3452MG","NL","2020-01-01","Markdierenarts B.V.","77714318","+31306620025","0604494165"
"Heechkamp 1","Balk","8561JC","NL","2023-01-01","Via Wim B.V.","89475704","","0605723423"
"Albert Helmanhof 47","Almere","1321GG","NL","2021-01-01","Elias en Lina Fund B.V.","39099236","","0498568129"
"De Weer 45","Zaandam","1504AJ","NL","1981-01-01","Schoonheidssalon 'Elise'","35015798","+31756156186","0518320786"
"Iepenlaan 23","Nieuwe Pekela","9663DD","NL","2006-01-01","Webcom4 V.O.F.","02095140","","0520208739"
"Van den Bergsweg 10","Nijverdal","7442CK","NL","1997-01-01","Roebog Nijverdal B.V.","06083664","+31548613045","0498350233"
"Sint Sebastiaanstraat 1 A","IJzendke","4515CR","NL","2012-01-01","H&H Podotherapie B.V.","50100157","+31850530033","0605089207"
"550 Club DR","Montgomery","77316","US","2015-01-01","Houston Bunker, Llc","","","0238797072"
"Veersedijk 97","Hendrik Ido Ambacht","3341LL","NL","2009-01-01","Sensor Bedrijfsdiensten B.V.","24342315","+31786819645","0519250318"
"Groeneweg 20","'s-Gravenzande","2691MP","NL","2008-01-01","Gebr. Boon Potplanten B.V.","27197681","+31174625019","0517317887"
"Anthonie Fokkerstraat 83","Barneveld","3772MP","NL","2019-01-01","Livingsteel B.V.","74681206","+31850703492","0604130994"
"Kuinder 4","Zeewolde","3891CC","NL","2019-01-01","Sportdocente Marijke van de Beek","75344645","","0604215361"
"Pieter Baststraat 35 H","Amsterdam","1071TV","NL","2009-01-01","Stichting Kunstverein","34341404","","0600588436"
"Jaagweg 16","Avenhorn","1633GC","NL","2015-01-01","Van der Schoor","62738305","","0602716208"
"Markervaart 5","Markenbinnen","1536AB","NL","2004-01-01","Jansen Hoveniers B.V.","37065868","+31756411891","0527745776"
"Boterdijk 137","De Kwakel","1424NE","NL","2018-01-01","Fred. Makelaardij O.G. B.V.","73560030","","0603997483"
"Hoofdstraat 25","Hoogezand","9601EA","NL","2021-01-01","Duzink Vastgoed B.V.","81685408","+31598853640","0604808125"
"Marnixkade 30","Amsterdam","1015XP","NL","2001-01-01","Lexecon B.V.","34139418","+31204222278","0516500601"
"Rouaanstraat 31","Groningen","9723CC","NL","1992-01-01","Mikx B.V.","02012252","+31503180948","0513680012"
"Dorpsweg 182","Twisk","1676GL","NL","2019-01-01","Berakha B.V.","74818562","+31227541935","0604144949"
"Van Heeckerenlaan 63 A","Ede Gld","6711JN","NL","2017-01-01","Kinderopvang Prins Vleermuis B.V.","67988377","+31318300877","0603330301"
"Wandelweg 54","Wormerveer","1521AH","NL","2008-01-01","Lassooy Design B.V.","35026432","+31756210211","0530989529"
"Zoekweg 76","Lepelstraat","4664RA","NL","2012-01-01","Prominent Hoogerbrugge B.V.","20075064","+31164687921","0529763430"
"Jonker Fransstraat 94 A","Rotterdam","3031AW","NL","2016-01-01","Ben Vastgoedbeheer B.V.","66646243","+31103027397","0603177543"
